1 4.0 1.0 28.0 18.0 0.39 0.29 0.18 0.37 0.0 0.76 0.29 0.39 0.34 0.0 0.01 0.96 0.42 0.79 0.0 0.72 0.24 0.3 0.31 0.0
1 36.0 21.0 31.0 6.0 0.77 0.51 0.33 0.84 0.0 0.25 0.3 0.95 0.26 0.0 0.26 0.72 0.38 0.24 0.0 0.24 0.36 0.15 0.9 0.0
1 16.0 16.0 18.0 28.0 0.69 0.43 0.84 0.89 0.0 0.32 0.52 0.84 0.23 0.0 0.93 0.18 0.28 0.86 0.0 0.89 0.21 0.88 0.69 0.0
0 14.0 15.0 8.0 24.0 0.89 0.22 0.26 0.19 0.0 0.94 0.58 0.25 0.51 0.0 0.12 0.97 0.58 0.36 0.0 0.83 0.87 0.72 0.02 0.0
1 13.0 14.0 27.0 10.0 0.49 0.23 0.01 0.64 0.0 0.24 0.82 0.56 0.92 0.0 0.41 0.84 0.38 0.14 0.0 0.55 0.84 0.34 0.67 0.0
1 31.0 26.0 9.0 9.0 0.64 0.65 0.27 0.87 0.0 0.92 0.14 0.81 0.87 0.0 0.33 0.68 0.23 0.26 0.0 0.62 0.51 0.97 0.43 0.0
0 5.0 27.0 26.0 18.0 0.11 0.49 0.95 0.88 0.0 0.11 0.52 0.93 0.86 0.0 0.53 0.33 0.44 0.23 0.0 0.3 0.62 0.61 0.19 0.0
1 17.0 7.0 18.0 2.0 0.33 0.39 0.49 0.58 0.0 0.45 0.24 0.23 0.96 0.0 0.83 0.43 0.21 0.47 0.0 0.29 0.73 0.99 0.05 0.0
0 51.0 29.0 27.0 23.0 0.92 0.23 0.39 0.48 0.0 0.58 0.28 0.17 0.41 0.0 0.04 0.82 0.12 0.86 0.0 0.52 0.9 0.81 0.71 0.0
0 20.0 30.0 18.0 28.0 0.49 0.82 0.13 0.32 0.0 0.22 0.67 0.57 0.93 0.0 0.42 0.87 0.18 0.84 0.0 0.56 0.3 0.47 0.74 0.0
0 20.0 29.0 22.0 17.0 0.49 0.29 0.38 0.36 0.0 0.98 0.34 0.26 0.1 0.0 0.52 0.91 0.33 0.86 0.0 0.23 0.25 0.93 0.88 0.0
1 16.0 19.0 4.0 29.0 0.46 0.55 0.67 0.81 0.0 0.76 0.25 0.43 0.96 0.0 0.73 0.16 0.37 0.84 0.0 0.87 0.46 0.08 0.75 0.0
1 52.0 28.0 29.0 18.0 0.39 0.85 0.75 0.68 0.0 0.53 0.29 0.28 0.26 0.0 0.84 0.87 0.61 0.96 0.0 0.9 0.4 0.12 0.01 0.0
0 24.0 19.0 11.0 8.0 0.56 0.36 0.75 0.13 0.0 0.74 0.23 0.4 0.42 0.0 0.04 0.06 0.29 0.61 0.0 0.0 0.91 0.58 0.19 0.0
1 8.0 9.0 18.0 1.0 0.95 0.11 0.05 0.9 0.0 0.14 1.0 0.25 0.06 0.0 0.73 0.57 0.6 0.36 0.0 0.52 0.65 0.6 0.15 0.0
1 41.0 24.0 10.0 13.0 0.24 0.36 0.97 0.53 0.0 0.43 0.43 0.81 0.65 0.0 0.4 0.41 0.9 0.24 0.0 0.12 0.84 0.39 0.43 0.0
0 28.0 9.0 23.0 10.0 0.8 0.04 0.89 0.97 0.0 0.25 0.45 0.94 0.89 0.0 0.49 0.67 0.1 0.51 0.0 0.26 0.6 0.11 0.84 0.0
0 24.0 1.0 26.0 8.0 0.79 0.27 0.78 0.86 0.0 0.34 0.22 0.03 0.35 0.0 0.84 0.17 0.27 0.33 0.0 0.55 0.21 0.61 0.88 0.0
0 49.0 31.0 9.0 2.0 0.13 0.37 0.92 0.33 0.0 0.77 1.0 0.73 0.39 0.0 0.93 0.47 0.71 0.96 0.0 0.38 0.97 0.8 0.5 0.0
1 21.0 7.0 17.0 5.0 0.48 0.41 0.13 0.13 0.0 0.72 0.93 0.47 0.73 0.0 0.28 0.91 0.39 0.68 0.0 0.06 0.91 0.12 0.44 0.0
1 8.0 25.0 19.0 26.0 0.96 0.27 0.07 0.37 0.0 0.31 0.17 0.51 0.64 0.0 0.16 0.14 0.7 0.2 0.0 0.81 0.97 0.57 0.16 0.0
0 32.0 16.0 1.0 22.0 0.78 0.17 0.94 0.78 0.0 0.68 0.49 0.71 0.52 0.0 0.85 0.38 0.38 0.24 0.0 0.18 0.64 0.06 0.01 0.0
0 7.0 14.0 21.0 29.0 0.91 0.24 0.7 0.58 0.0 0.88 0.58 0.43 0.07 0.0 0.65 0.9 0.04 0.26 0.0 0.0 0.2 0.08 0.19 0.0
0 48.0 15.0 21.0 9.0 0.98 0.29 0.29 0.24 0.0 0.03 0.19 0.18 0.81 0.0 0.82 0.44 0.12 0.66 0.0 0.6 0.54 0.16 0.72 0.0
0 22.0 7.0 19.0 27.0 0.48 0.79 0.54 0.2 0.0 0.4 0.59 0.49 0.24 0.0 0.14 0.94 0.05 0.65 0.0 0.5 0.64 0.59 0.22 0.0
0 9.0 21.0 6.0 8.0 0.63 0.72 0.52 0.88 0.0 0.06 0.66 0.04 0.37 0.0 0.65 0.86 0.82 0.71 0.0 0.99 0.75 0.35 0.15 0.0
0 13.0 21.0 26.0 16.0 0.32 0.66 0.43 0.04 0.0 0.85 0.93 0.53 0.48 0.0 0.1 0.25 0.33 0.77 0.0 0.08 0.79 0.54 0.28 0.0
0 36.0 15.0 1.0 18.0 0.25 0.48 0.16 0.36 0.0 0.17 0.17 0.47 0.3 0.0 0.44 0.61 0.97 0.74 0.0 0.03 0.79 0.56 0.11 0.0
0 7.0 7.0 7.0 19.0 0.28 0.08 0.19 0.96 0.0 0.65 0.32 0.19 0.14 0.0 0.48 0.31 0.43 0.49 0.0 0.0 0.49 0.76 0.41 0.0
0 3.0 30.0 17.0 8.0 0.64 0.9 0.55 0.65 0.0 0.87 0.69 0.87 0.83 0.0 0.67 0.05 0.39 0.71 0.0 0.19 0.86 0.79 0.81 0.0
1 1.0 3.0 20.0 24.0 0.57 0.45 0.26 0.47 0.0 0.81 0.13 0.59 0.31 0.0 0.26 0.75 0.34 0.69 0.0 0.81 0.67 0.19 0.9 0.0
1 17.0 29.0 9.0 15.0 0.91 0.59 0.08 0.85 0.0 0.24 0.49 0.64 0.75 0.0 0.42 0.11 0.1 0.6 0.0 0.08 0.02 0.52 0.31 0.0
1 1.0 1.0 30.0 24.0 0.02 0.46 0.53 0.48 0.0 0.27 0.09 0.34 0.01 0.0 0.15 0.53 0.51 0.81 0.0 0.76 0.08 0.66 0.23 0.0
1 6.0 14.0 5.0 13.0 0.91 0.94 0.13 0.29 0.0 0.57 0.38 0.53 0.85 0.0 0.63 0.25 0.35 0.54 0.0 0.18 0.66 0.85 0.1 0.0
0 55.0 20.0 30.0 5.0 0.2 0.75 0.7 0.66 0.0 0.3 0.23 0.28 0.91 0.0 0.97 0.6 0.61 0.5 0.0 0.9 0.92 0.39 0.83 0.0
1 45.0 17.0 24.0 0.0 0.67 0.45 0.05 0.02 0.0 0.48 0.82 0.2 0.76 0.0 0.16 0.5 0.09 0.02 0.0 0.32 0.93 0.12 0.34 0.0
1 23.0 18.0 11.0 10.0 0.51 0.08 0.54 0.43 0.0 0.55 0.29 0.25 0.93 0.0 0.98 0.34 0.87 0.68 0.0 0.62 0.08 0.41 0.83 0.0
0 20.0 15.0 0.0 7.0 0.85 0.78 0.37 0.32 0.0 0.15 0.06 0.41 0.16 0.0 0.09 0.13 0.76 0.52 0.0 0.16 0.32 0.28 0.9 0.0
0 15.0 22.0 21.0 31.0 0.01 0.47 0.81 0.85 0.0 0.39 0.16 0.85 0.85 0.0 0.88 0.37 0.22 0.15 0.0 0.8 0.38 0.65 0.99 0.0
0 0.0 10.0 27.0 16.0 0.74 0.17 0.34 0.9 0.0 0.24 0.21 0.85 0.31 0.0 0.69 0.34 0.44 0.81 0.0 0.19 0.97 0.65 0.56 0.0
0 44.0 7.0 20.0 25.0 0.84 0.55 0.12 0.46 0.0 0.48 0.39 0.16 0.17 0.0 0.82 0.53 0.91 0.51 0.0 0.25 0.24 0.12 0.05 0.0
1 23.0 14.0 7.0 23.0 0.89 0.94 0.75 0.22 0.0 0.89 0.44 0.09 0.09 0.0 0.94 0.48 0.48 0.57 0.0 0.54 0.99 0.9 0.01 0.0
0 13.0 22.0 7.0 7.0 0.06 0.66 0.32 0.89 0.0 0.79 0.57 0.42 0.75 0.0 0.34 0.55 0.65 0.13 0.0 0.63 0.28 0.49 0.64 0.0
0 27.0 8.0 8.0 22.0 0.11 0.63 0.28 0.69 0.0 0.69 0.72 0.66 0.02 0.0 0.2 0.44 0.65 0.64 0.0 0.04 0.25 0.52 0.41 0.0
0 9.0 28.0 3.0 6.0 0.13 0.52 0.75 0.88 0.0 0.61 0.17 0.02 0.1 0.0 0.26 0.17 0.84 0.36 0.0 0.88 0.83 0.78 0.36 0.0
1 43.0 2.0 7.0 22.0 0.89 0.28 0.72 0.04 0.0 0.47 0.13 0.39 0.49 0.0 0.11 0.43 0.07 0.24 0.0 0.26 0.02 0.72 0.18 0.0
1 50.0 16.0 17.0 23.0 0.22 0.51 0.16 0.36 0.0 0.77 0.92 0.56 0.99 0.0 0.55 0.37 0.22 0.52 0.0 0.85 0.78 0.61 0.4 0.0
1 21.0 10.0 25.0 15.0 0.65 0.12 0.2 0.38 0.0 0.66 0.04 0.75 0.22 0.0 0.67 0.42 0.25 0.95 0.0 0.38 0.88 0.4 0.72 0.0
0 18.0 22.0 31.0 4.0 0.51 0.01 0.27 0.01 0.0 0.65 0.55 0.27 0.04 0.0 0.74 0.3 0.36 0.85 0.0 0.72 0.1 0.04 0.91 0.0
0 24.0 17.0 2.0 13.0 0.37 0.35 0.34 0.18 0.0 0.82 0.97 0.07 0.06 0.0 0.57 0.28 0.47 0.51 0.0 0.12 0.38 0.37 0.78 0.0
1 52.0 10.0 7.0 18.0 0.42 0.33 0.24 0.27 0.0 0.69 0.49 0.33 0.34 0.0 0.8 0.75 0.29 0.16 0.0 0.45 0.35 0.09 0.04 0.0
0 30.0 3.0 4.0 9.0 0.76 0.66 0.37 0.68 0.0 0.6 0.12 0.43 0.45 0.0 0.67 0.98 0.79 0.48 0.0 0.77 0.41 0.86 0.82 0.0
1 43.0 3.0 17.0 3.0 0.96 0.45 0.47 0.87 0.0 0.77 0.07 0.53 0.55 0.0 0.01 0.21 0.29 0.59 0.0 0.49 0.87 0.63 0.23 0.0
0 42.0 21.0 17.0 13.0 0.97 0.44 0.28 0.9 0.0 0.96 0.76 0.75 0.39 0.0 0.36 0.33 0.93 0.71 0.0 0.46 0.09 0.01 0.92 0.0
1 33.0 24.0 31.0 2.0 0.41 0.45 0.66 0.27 0.0 0.39 0.64 0.63 0.95 0.0 0.17 0.02 0.46 0.33 0.0 0.41 0.37 0.33 0.27 0.0
0 0.0 3.0 17.0 18.0 0.78 0.55 0.75 0.51 0.0 0.99 0.01 0.24 0.0 0.0 0.45 0.5 0.56 0.81 0.0 0.55 0.62 0.55 0.88 0.0
0 52.0 26.0 6.0 29.0 0.38 0.35 0.99 0.08 0.0 0.46 0.88 0.45 0.57 0.0 0.8 0.1 0.89 0.79 0.0 0.31 0.52 0.94 0.38 0.0
1 29.0 3.0 3.0 30.0 0.92 0.07 0.92 0.05 0.0 0.29 0.99 0.18 0.48 0.0 0.55 0.55 0.81 0.38 0.0 0.07 0.02 0.23 0.19 0.0
1 55.0 17.0 30.0 18.0 0.86 0.31 0.12 0.58 0.0 0.25 0.4 0.74 0.5 0.0 0.7 0.41 0.63 0.39 0.0 0.2 0.06 0.53 0.21 0.0
1 20.0 10.0 14.0 23.0 0.38 0.81 0.89 0.68 0.0 0.31 0.02 0.29 0.02 0.0 0.6 0.01 0.29 0.61 0.0 0.44 0.58 0.15 0.55 0.0
0 44.0 21.0 14.0 16.0 0.21 0.69 0.93 0.27 0.0 0.57 0.92 0.62 0.81 0.0 0.09 0.7 0.27 0.36 0.0 0.3 0.36 0.91 0.46 0.0
1 33.0 24.0 19.0 25.0 0.14 0.62 0.3 0.65 0.0 0.94 0.39 0.7 0.65 0.0 0.33 0.34 0.65 0.33 0.0 0.69 0.61 0.54 0.31 0.0
1 13.0 20.0 16.0 1.0 0.13 0.27 0.87 0.56 0.0 0.54 0.57 0.59 0.97 0.0 0.97 0.55 0.59 0.92 0.0 0.26 0.0 0.84 0.19 0.0
1 10.0 3.0 16.0 2.0 0.18 0.27 0.12 0.88 0.0 0.98 0.21 0.87 0.8 0.0 0.61 0.05 0.45 0.26 0.0 0.71 0.99 0.57 0.93 0.0
1 50.0 5.0 21.0 25.0 0.88 0.65 0.68 0.44 0.0 0.59 0.53 0.27 0.15 0.0 0.9 0.01 0.37 0.42 0.0 0.72 0.19 0.76 0.72 0.0
0 50.0 20.0 23.0 8.0 0.34 0.27 0.15 0.22 0.0 0.92 0.32 0.6 0.03 0.0 0.29 0.75 0.09 0.35 0.0 0.21 0.66 0.25 0.62 0.0
1 50.0 30.0 13.0 13.0 1.0 0.92 0.48 0.38 0.0 0.57 0.22 0.18 0.22 0.0 0.38 0.52 0.44 0.99 0.0 0.41 0.06 0.86 0.3 0.0
1 19.0 13.0 1.0 13.0 0.22 0.67 0.74 0.86 0.0 0.68 0.28 0.97 0.04 0.0 0.37 0.09 0.8 0.74 0.0 0.97 0.62 0.95 0.94 0.0
1 35.0 22.0 31.0 9.0 0.71 0.94 0.78 0.47 0.0 0.59 0.58 0.86 0.27 0.0 0.92 0.73 0.79 0.22 0.0 0.85 0.1 0.12 0.62 0.0
1 44.0 20.0 24.0 15.0 0.37 0.11 0.1 0.65 0.0 0.23 0.9 0.76 0.26 0.0 0.04 0.73 0.51 0.2 0.0 0.84 0.51 0.79 0.17 0.0
0 45.0 29.0 27.0 8.0 0.74 0.5 0.36 0.98 0.0 0.31 0.32 0.73 0.72 0.0 0.34 0.44 0.69 0.58 0.0 0.96 0.72 0.66 0.01 0.0
1 5.0 6.0 16.0 5.0 0.31 0.38 0.27 0.25 0.0 0.61 0.87 0.61 0.47 0.0 0.39 0.52 0.55 0.25 0.0 0.18 0.37 0.21 0.17 0.0
1 29.0 28.0 3.0 11.0 0.52 0.45 0.96 0.06 0.0 0.97 0.36 0.67 0.58 0.0 0.5 0.17 0.78 0.48 0.0 0.73 0.87 0.31 0.74 0.0
1 55.0 13.0 3.0 12.0 0.31 0.32 0.84 0.21 0.0 0.36 0.38 0.41 0.01 0.0 0.01 0.64 0.57 0.94 0.0 0.62 0.44 0.46 0.29 0.0
1 40.0 19.0 28.0 26.0 0.39 0.37 0.07 0.77 0.0 0.61 0.96 0.3 0.5 0.0 0.39 0.29 0.76 0.14 0.0 0.67 0.16 0.15 0.53 0.0
1 40.0 11.0 4.0 7.0 0.77 0.53 0.35 0.57 0.0 0.64 0.4 0.05 0.74 0.0 0.48 0.91 0.66 0.04 0.0 0.64 0.5 0.02 0.33 0.0
1 4.0 28.0 31.0 14.0 0.81 0.01 0.64 0.84 0.0 0.39 0.19 0.45 0.96 0.0 0.18 0.72 0.64 0.99 0.0 0.48 0.26 0.31 0.52 0.0
1 33.0 16.0 2.0 27.0 0.55 0.06 0.25 0.87 0.0 0.83 0.1 0.2 0.49 0.0 0.28 0.49 0.42 0.45 0.0 0.17 0.53 0.85 0.59 0.0
1 53.0 14.0 27.0 30.0 0.94 0.85 0.05 0.42 0.0 0.59 0.79 1.0 0.6 0.0 0.96 0.03 0.97 0.59 0.0 0.96 0.22 0.26 0.23 0.0
1 26.0 14.0 21.0 18.0 0.22 0.59 0.92 0.01 0.0 0.07 0.67 0.41 0.12 0.0 0.34 0.19 0.91 0.43 0.0 0.75 0.35 0.11 0.32 0.0
0 17.0 16.0 26.0 9.0 0.09 0.57 0.69 0.42 0.0 0.7 0.77 0.33 0.59 0.0 0.07 0.51 0.83 0.29 0.0 0.05 0.81 0.4 0.3 0.0
1 22.0 24.0 18.0 6.0 0.37 0.86 0.17 0.12 0.0 0.27 0.09 0.23 0.81 0.0 0.0 0.65 0.64 0.55 0.0 0.6 0.5 0.37 0.08 0.0
0 2.0 8.0 24.0 3.0 0.67 0.68 0.78 0.57 0.0 0.72 0.01 0.44 0.81 0.0 0.47 0.09 0.09 0.21 0.0 0.87 0.92 0.55 0.11 0.0
0 52.0 31.0 26.0 3.0 0.18 0.06 0.68 0.54 0.0 0.18 0.54 0.21 0.91 0.0 0.98 0.49 0.01 0.14 0.0 0.5 0.88 0.97 0.37 0.0
0 39.0 24.0 13.0 9.0 0.32 0.13 0.17 0.18 0.0 0.46 0.1 0.05 0.19 0.0 0.41 0.2 0.65 0.35 0.0 0.41 0.81 0.05 0.35 0.0
1 26.0 21.0 28.0 10.0 0.3 0.79 0.3 0.56 0.0 0.43 0.27 0.4 0.37 0.0 0.28 0.41 0.96 0.78 0.0 0.27 0.39 0.44 0.77 0.0
1 11.0 7.0 1.0 0.0 0.08 0.37 0.06 0.7 0.0 0.32 0.46 0.5 0.48 0.0 0.43 0.26 0.93 0.61 0.0 0.98 0.18 0.32 0.08 0.0
1 33.0 31.0 19.0 7.0 0.36 0.27 0.55 0.75 0.0 0.15 0.07 0.52 0.08 0.0 0.17 0.75 0.84 0.87 0.0 0.51 0.91 0.14 0.83 0.0
0 50.0 15.0 4.0 29.0 0.16 0.87 0.49 0.87 0.0 0.55 0.32 0.2 0.54 0.0 0.59 0.93 0.52 0.79 0.0 0.8 0.26 0.46 0.09 0.0
1 17.0 24.0 30.0 15.0 0.77 0.69 0.31 0.53 0.0 0.78 0.83 0.17 0.02 0.0 0.42 0.66 0.57 0.31 0.0 0.5 0.69 0.86 0.37 0.0
1 45.0 4.0 31.0 28.0 0.4 0.76 0.47 0.61 0.0 0.08 0.12 0.27 0.92 0.0 0.8 0.1 0.11 0.33 0.0 0.86 0.08 0.63 0.57 0.0
1 32.0 26.0 19.0 20.0 0.64 0.11 0.73 0.56 0.0 0.93 1.0 0.21 0.46 0.0 0.47 0.55 0.33 0.45 0.0 0.08 0.9 0.61 0.26 0.0
